Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	SPD	SPD	CDU	CDU	CSU	CSU	GRÜNE	GRÜNE	FDP	FDP	PDS	PDS	Deutschland	Deutschland	APPD	APPD	APD	APD	BP	BP	BüSo	BüSo	BFB	BFB	CHANCE 2000	CHANCE 2000	CM	CM	DPD	DPD	DVU	GRAUE	GRAUE	REP	REP	FAMILIE	FAMILIE	DIE FRAUEN	DIE FRAUEN	HP	HP	Pro DM	MLPD	MLPD	Tierschutz	Tierschutz	NPD	NPD	NATURGESETZ	NATURGESETZ	FORUM	FORUM	ödp	ödp	PBC	PBC	AB 2000	AB 2000	Nichtwähler	PASS	PASS	PSG	DKP	DSU	ZENTRUM	DMP	FP Deutschl.	FSU	STATT Partei	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
																																																																														
259	Berlin-Köpenick - Treptow	911	180636	149086	1609	1370	147477	147716	55493	56678	23240	23695	0	0	5257	8869	2063	3411	51379	40657	0	0	0	143	0	627	0	0	0	45	853	409	0	346	0	0	0	0	4179	1179	983	6276	3650	0	0	0	214	0	31	1364	106	47	0	782	0	741	0	124	0	0	0	56	0	0	0	0	0	1242	644	21	0	0	0	0	0	0	0	389
260	Berlin-Hellersdorf - Marzahn	911	200985	159136	1659	1404	157477	157732	41826	54186	22842	24010	0	0	4270	6287	1684	3012	73482	51382	0	0	0	137	0	853	0	0	321	154	538	282	0	353	0	0	0	0	5135	1170	951	6307	4684	0	0	0	293	0	45	1778	0	33	0	863	3110	2145	408	220	0	0	0	41	0	0	0	0	0	1208	843	45	0	0	0	0	0	0	0	311
261	Berlin-Hohenschönhausen - Pankow - Weißensee	911	230062	185034	2289	1782	182745	183252	62064	65393	29239	29403	0	0	8585	11220	2913	4143	65357	53333	0	0	0	139	0	878	0	0	0	61	986	377	0	532	0	0	0	0	5331	2035	1384	9418	5642	0	0	0	334	0	49	1622	0	46	0	947	0	1248	592	259	0	0	180	87	0	0	0	0	0	1376	779	45	0	0	0	0	0	0	0	0
911	Berlin		2442929	1980517	27236	22558	1953281	1957959	792829	740915	504543	463438	0	0	154929	221849	47970	95403	325830	263337	0	0	0	2586	1458	6759	0	0	638	625	9138	5624	3206	5169	0	0	0	0	41671	21204	17508	69475	46542	0	0	0	2817	171	435	15570	286	470	0	9372	3110	7897	4224	2605	0	0	2311	1513	0	0	0	0	0	9141	5556	298	0	0	0	0	0	0	0	2818
																																																																														
262	Wismar - Gadebusch - Grevesmühlen - Doberan - Bützow	912	179267	141703	4583	3062	137120	138641	58195	55475	41947	38356	0	0	3412	3851	2724	2970	30199	29653	0	0	0	0	0	0	0	0	0	0	0	167	0	109	0	0	0	0	4116	0	265	0	339	0	0	0	0	0	0	1852	0	0	0	0	0	1074	0	0	0	0	0	70	0	0	643	344	0	0	0	0	0	0	0	0	0	0	0	0
263	Schwerin - Hagenow	912	171837	137022	3031	2617	133991	134405	54140	52266	34407	33016	0	0	3824	4986	2707	3354	35439	33813	0	0	0	0	0	0	0	0	0	0	0	133	0	62	0	0	0	0	3020	422	351	1624	567	0	0	0	0	0	0	1329	0	0	0	0	0	664	0	0	0	0	0	60	0	0	1428	784	0	0	0	0	0	0	0	0	0	0	0	0
264	Güstrow - Sternberg - Lübz - Parchim - Ludwigslust	912	161630	129470	4499	3526	124971	125944	49956	46758	38139	35205	0	0	3149	3590	2161	3401	28340	29104	0	0	0	0	0	0	0	0	0	0	0	365	0	205	0	0	0	0	3601	0	247	1761	564	0	0	0	0	0	0	1831	0	0	0	0	0	809	0	0	0	0	0	58	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	1465
265	Rostock	912	167365	132361	2904	2791	129457	129570	47654	51362	30964	27523	0	0	3220	5235	1914	2555	43371	36994	0	0	0	0	0	0	0	0	0	0	0	124	0	88	0	0	0	0	2136	474	343	1551	412	0	0	0	0	0	0	1280	126	0	0	0	0	1194	0	0	0	0	183	99	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
266	Rostock-Land - Ribnitz-Damgarten - Teterow - Malchin	912	136805	109575	3595	2995	105980	106580	37739	36195	37331	34386	0	0	2512	2632	2195	2718	23896	23733	0	0	0	0	0	0	0	0	0	0	0	186	0	71	0	0	0	0	2808	0	214	1882	677	0	0	0	0	0	0	1600	0	0	0	0	0	1005	0	0	0	0	425	127	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
267	Stralsund - Rügen - Grimmen	912	155492	119871	4000	3718	115871	116153	35995	34936	43272	39567	0	0	2594	3021	1959	2470	26656	26096	0	0	0	0	0	0	0	0	0	0	0	183	0	94	0	0	0	0	3752	0	262	1479	896	0	0	0	0	0	0	2171	0	0	0	0	2418	1709	0	0	0	0	0	58	0	0	1498	938	0	0	0	0	0	0	0	0	0	0	0	0
268	Greifswald - Wolgast - Demmin	912	139340	110273	3186	2925	107087	107348	33083	30096	42264	39763	0	0	2108	2856	1780	2183	24514	23831	0	0	0	0	0	0	0	0	0	0	0	224	0	57	0	0	0	0	3392	524	403	2133	724	0	0	0	0	0	0	2071	0	0	0	0	0	1374	0	0	0	0	153	81	0	0	528	293	0	0	0	0	0	0	0	0	0	0	0	0
269	Neubrandenburg - Altentreptow - Waren - Röbel	912	152424	123391	3562	2852	119829	120539	43331	42368	38650	34665	0	0	3150	3572	1990	2473	30267	29965	0	0	380	0	0	0	0	0	0	0	0	188	0	86	0	0	0	0	3294	0	220	1945	811	0	0	0	0	0	0	1820	116	0	0	0	0	831	0	0	0	0	0	71	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
270	Neustrelitz - Strasburg - Pasewalk - Ueckermünde - Anklam	912	143501	113851	4909	3755	108942	110096	38922	35290	38909	36458	0	0	0	2389	2509	2176	25680	24275	0	0	0	0	0	0	0	0	0	0	0	170	0	60	0	0	0	0	3584	0	236	2922	1182	0	0	0	0	0	0	2071	0	0	0	0	0	1993	0	0	0	0	0	50	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
912	Mecklenburg-Vorpommern		1407661	1117517	34269	28241	1083248	1089276	399015	384746	345883	318939	0	0	23969	32132	19939	24300	268362	257464	0	0	380	0	0	0	0	0	0	0	0	1740	0	832	0	0	0	0	29703	1420	2541	15297	6172	0	0	0	0	0	0	16025	242	0	0	0	2418	10653	0	0	0	0	761	674	0	0	4097	3355	0	0	0	0	0	0	0	0	0	0	0	1465
																																																																														
271	Neuruppin - Kyritz - Wittstock - Pritzwalk - Perleberg	913	167785	129175	3503	3619	125672	125556	66150	59329	28851	27470	0	0	3086	3740	3255	3770	20937	21702	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	2879	0	246	3393	1462	0	0	0	0	0	0	2498	0	0	0	909	0	1286	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	Prenzlau - Angermünde - Schwedt - Templin - Gransee	913	153088	117211	3105	3873	114106	113338	61628	52588	23138	22794	0	0	2316	2812	2027	2720	20882	23163	0	0	0	0	0	0	0	0	0	0	1130	381	0	0	0	0	0	0	2202	0	231	2985	1297	0	0	0	0	0	0	2575	0	0	0	915	0	1580	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	Oranienburg - Nauen	913	177260	140413	3258	3393	137155	137020	67977	61812	30741	26716	0	0	4040	5648	2847	4412	24754	25095	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	3719	0	534	5299	3159	0	0	0	0	0	0	2995	0	0	0	1586	0	823	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1497
274	Eberswalde - Bernau - Bad Freienwalde	913	154899	117992	2997	3380	114995	114612	52877	48765	23935	22004	0	0	3627	4116	2265	2921	27464	26338	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	3167	0	420	4827	2383	0	0	0	0	0	0	2239	0	0	0	987	0	937	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	Brandenburg - Rathenow - Belzig	913	166806	127581	3396	3617	124185	123964	60310	57627	26357	24346	0	0	3997	4252	2926	3720	24285	23916	0	0	0	0	0	0	0	0	0	0	1313	612	0	0	0	0	0	0	3096	942	523	3290	1698	0	0	0	0	0	0	2407	0	0	0	1121	0	569	0	0	0	0	0	77	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530
276	Potsdam	913	193339	156208	3115	3338	153093	152870	62908	65670	27462	26075	0	0	8043	9419	2596	4400	46573	36929	0	0	0	0	0	0	0	0	0	0	1566	581	0	0	0	0	0	0	2889	0	519	3613	1892	0	0	0	0	0	0	2044	0	0	0	1377	0	899	0	0	0	0	332	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	Fürstenwalde - Strausberg - Seelow	913	191495	149949	11378	4526	138571	145423	73584	61391	0	30131	0	0	6448	5043	14770	2824	35728	31765	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	5570	0	549	8041	2631	0	0	0	0	0	0	2439	0	0	0	1467	0	1191	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	Luckenwalde - Zossen - Jüterbog - Königs Wusterhausen	913	200471	159617	3859	4388	155758	155229	75936	69032	31412	29894	0	0	4657	5756	3448	4672	31423	31175	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	4682	988	744	5590	2950	0	0	0	0	0	0	3177	0	0	0	1566	0	840	0	0	0	0	708	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596
279	Frankfurt/Oder - Eisenhüttenstadt - Beeskow	913	140408	106623	2487	2401	104136	104222	45331	44129	25135	22263	0	0	4053	3456	0	2546	23913	21865	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	2416	1092	553	4281	1712	0	0	0	0	0	0	2268	331	0	0	986	0	1382	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	Cottbus - Guben - Forst	913	180790	141645	3271	3239	138374	138406	60248	57556	31906	30464	0	0	4313	4821	6573	4667	28074	28968	0	0	0	0	0	0	0	0	0	0	1283	511	0	0	0	0	0	0	3353	1397	731	4580	2168	0	0	0	0	0	0	3204	0	0	0	1006	0	838	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	Senftenberg - Calau - Spremberg	913	151836	117308	4153	4280	113155	113028	50399	44602	30318	28230	0	0	3154	3347	2341	2859	21823	22230	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	3442	0	330	4311	2348	0	0	0	0	0	0	3641	0	0	0	1082	0	643	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809
282	Bad Liebenwerda - Finsterwalde - Herzberg - Lübben - Luckau	913	154126	123430	3807	5127	119623	118303	54857	48243	35452	30056	0	0	2751	3474	3296	4385	18867	19944	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	4738	0	266	4400	1902	0	0	0	0	0	0	3090	0	0	0	1134	0	658	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
913	Brandenburg		2032303	1587152	48329	45181	1538823	1541971	732205	670744	314707	320443	0	0	50485	55884	46344	43896	324723	313090	0	0	0	0	0	0	0	0	0	0	5292	4665	0	0	0	0	0	0	42153	4419	5646	54610	25602	0	0	0	0	0	0	32577	331	0	0	14136	0	11646	0	0	0	0	1040	1489	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4432
																																																																														
283	Altmark	914	182955	141221	2939	2477	138282	138744	62220	55696	39043	36046	0	0	3419	4405	3751	4777	28588	28642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4405	0	441	0	482	0	0	0	0	0	0	2956	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	475	0	0	0	0	786
284	Elbe-Havel-Gebiet und Haldensleben - Wolmirstedt	914	181634	139604	2518	2675	137086	136929	59362	52992	42968	37946	0	0	2681	4073	3519	5542	24911	27247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4158	940	690	2705	985	0	0	0	0	0	0	2767	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0
285	Harz und Vorharzgebiet	914	173775	134813	2764	1999	132049	132814	58292	53311	40639	37881	0	0	3534	4109	3448	4397	25568	24989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4088	0	447	0	559	0	0	0	0	0	0	2389	0	0	0	0	0	446	0	0	0	0	0	0	568	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
286	Magdeburg	914	153152	116659	1662	1475	114997	115184	52346	45907	27903	25618	0	0	3552	5239	1969	3623	25215	27558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	1289	908	1790	570	0	0	0	0	0	0	2337	0	0	933	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
287	Magdeburg - Schönebeck - Wanzleben - Staßfurt	914	184211	139893	2759	2167	137134	137726	60038	54445	42003	36900	0	0	2718	4116	2924	4602	27169	28768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4282	2282	914	0	543	0	0	0	0	0	0	2600	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
288	Wittenberg - Gräfenhainichen - Jessen - Roßlau - Zerbst	914	175642	137110	2744	2416	134366	134694	50352	49616	45946	39038	0	0	3283	4323	4006	5789	26560	26349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4928	908	595	3008	1054	0	0	0	0	0	0	2469	0	0	0	0	0	340	0	0	0	0	0	0	303	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
289	Dessau - Bitterfeld	914	159938	124784	2011	1669	122773	123115	50732	45066	37406	34684	0	0	3940	4220	3846	4706	22824	25498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4444	1108	654	2917	897	0	0	0	0	0	0	2504	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
290	Bernburg - Aschersleben - Quedlinburg	914	164993	127114	2507	2249	124607	124865	56493	48618	36249	34248	0	0	2546	3865	4248	5481	21845	24665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4028	0	327	2339	802	0	0	0	0	0	0	2230	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	887
291	Halle-Altstadt	914	150592	116269	1896	1295	114373	114974	46519	41422	29256	27298	0	0	4356	6931	5569	6168	26032	26388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3027	2641	988	0	414	0	0	0	0	0	0	1875	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0
292	Halle-Neustadt - Saalkreis - Köthen	914	177603	136503	3176	2227	133327	134276	54058	50002	40284	35449	0	0	3804	4194	5558	6655	29623	28948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4541	0	597	0	730	0	0	0	0	0	0	2546	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
293	Merseburg - Querfurt - Weißenfels	914	160157	122661	2708	1839	119953	120822	49662	44406	39243	34974	0	0	2827	3321	4032	5511	23166	24539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3942	0	407	0	614	0	0	0	0	0	0	2395	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	1023
294	Zeitz - Hohenmölsen - Naumburg - Nebra	914	137278	106592	2532	1957	104060	104635	40150	37217	34929	31144	0	0	2773	3188	3587	4536	21200	20997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	0	334	0	893	0	0	0	0	0	0	2040	0	0	0	0	0	562	0	0	0	0	410	0	289	0	0	0	0	0	0	182	0	0	0	0	0	0	0	722
295	Eisleben - Sangerhausen - Hettstedt	914	147855	114398	2685	1999	111713	112399	46204	42073	34405	33085	0	0	2741	2554	4572	4641	23307	22805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3853	0	315	0	512	0	0	0	0	0	0	2059	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	484
914	Sachsen-Anhalt		2149785	1657621	32901	26444	1624720	1631177	686428	620771	490274	444311	0	0	42174	54538	51029	66428	326008	337393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52179	9168	7617	12759	9055	0	0	0	0	0	0	31167	0	0	933	0	0	5334	0	0	0	0	410	0	1160	0	0	0	0	0	0	2384	0	0	475	0	0	0	0	3902
																																																																														
296	Nordhausen - Worbis - Heiligenstadt	915	167030	139539	2456	2046	137083	137493	46025	45847	55025	50197	0	0	3876	4066	3719	4436	24022	22326	0	0	0	0	0	0	0	0	0	0	3356	1051	0	0	0	0	0	0	4257	0	289	0	1398	0	0	0	258	0	0	2434	0	0	0	0	0	0	0	0	0	249	1060	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	Eisenach - Mühlhausen	915	150099	123703	2603	2176	121100	121527	51871	45282	40223	36960	0	0	3886	4489	2666	3866	21046	22557	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	3266	0	407	0	1451	0	0	0	232	0	0	2178	189	0	0	0	0	0	0	0	0	185	610	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609
298	Sömmerda - Artern - Sondershausen - Langensalza	915	161729	131976	2928	2619	129048	129357	50929	46016	41033	37713	0	0	3865	3929	3508	4293	25997	27436	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	3534	0	332	3716	2274	0	0	0	232	0	0	2830	0	0	0	0	0	0	0	0	0	186	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	Gotha - Arnstadt	915	155950	129283	2384	2127	126899	127156	50887	43992	39680	36114	0	0	3798	4746	2862	4253	25102	27018	0	0	0	0	0	0	0	0	0	0	3075	1079	0	0	0	0	0	0	4229	1269	642	0	1270	0	0	0	340	0	0	2978	0	0	0	0	0	0	0	0	0	371	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226
300	Erfurt	915	144459	115344	1533	1356	113811	113988	41567	39257	30450	26821	0	0	5388	6627	2049	3220	28757	30014	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	2215	1124	731	2545	1625	0	0	0	322	0	0	1709	0	0	0	0	0	0	0	0	1036	674	299	203	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0
301	Weimar - Apolda - Erfurt-Land	915	165115	137516	3002	2619	134514	134897	48345	43631	40193	40088	0	0	6345	6990	4241	5343	24843	27304	0	0	0	0	0	0	0	0	0	0	1928	1095	0	0	0	0	0	0	3560	1021	768	3899	2407	0	0	0	307	0	0	2628	0	0	0	0	0	0	0	0	1619	609	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080
302	Jena - Rudolstadt - Stadtroda	915	176761	146663	2010	1934	144653	144729	55591	48971	37961	36570	0	0	6075	8158	8725	7400	28140	31796	0	0	0	0	0	0	0	0	0	0	2265	1251	0	0	0	0	0	0	3715	0	451	4541	2832	0	0	0	355	0	0	2516	0	0	0	0	0	0	0	0	993	537	0	177	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	Gera-Stadt - Eisenberg - Gera-Land I	915	146197	117733	1824	1791	115909	115942	39099	38011	32543	29671	0	0	3845	4438	2967	3835	31920	30150	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	3191	978	645	3555	1939	0	0	0	275	0	0	2757	0	0	0	0	0	0	0	0	1002	469	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	Altenburg - Schmölln - Greiz - Gera-Land II	915	145520	118941	2003	1976	116938	116965	45958	40932	36716	33993	0	0	3172	3860	3155	3717	22089	23405	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	3759	1020	588	4828	2887	0	0	0	152	0	0	2970	0	0	0	0	0	0	0	0	0	244	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	Saalfeld - Pößneck - Schleiz - Lobenstein - Zeulenroda	915	150637	123996	2707	1825	121289	122171	49131	43584	39458	34839	0	0	3885	3966	3933	3930	24882	24592	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	3753	0	365	0	2840	0	0	0	401	0	0	2816	0	0	0	0	0	0	0	0	0	278	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	Meiningen - Bad Salzungen - Hildburghausen - Sonneberg	915	206625	170292	3153	2518	167139	167774	65600	60628	50702	49720	0	0	5080	5372	4673	5265	35181	34313	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	5036	0	353	5024	2746	0	0	0	275	0	0	2956	240	0	0	0	0	0	0	0	0	270	639	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	Suhl - Schmalkalden - Ilmenau - Neuhaus	915	197901	163793	3257	2564	160536	161229	53955	53791	50989	47755	0	0	4392	5427	3829	4675	40963	37289	0	0	0	0	0	0	0	0	0	0	5444	1424	0	0	0	0	0	0	5229	0	308	0	1589	0	0	0	270	0	0	2811	0	0	0	0	0	0	0	0	0	471	0	190	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	0
915	Thüringen		1968023	1618779	29860	25551	1588919	1593228	598958	549942	494973	460441	0	0	53607	62068	46327	54233	332942	338200	0	0	0	0	0	0	0	0	0	0	16068	9309	0	0	0	0	0	0	45744	5412	5879	28108	25258	0	0	0	3419	0	0	31583	429	0	0	0	0	0	0	0	4650	4543	2608	2609	362	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	2915
																																																																														
308	Delitzsch - Eilenburg - Torgau - Wurzen	916	163049	132053	2852	2346	129201	129707	45524	43272	42333	38347	0	0	3684	3999	4136	4687	26549	26118	0	0	0	0	0	0	0	0	0	65	0	328	0	370	0	0	0	0	2885	0	402	5145	3117	0	0	0	0	0	0	3463	0	0	0	0	0	2278	0	0	0	0	0	123	0	253	0	0	0	0	0	0	0	1078	0	0	0	0	0	752
309	Leipzig I	916	170216	130814	1676	1489	129138	129325	49969	47334	34680	31022	0	0	6485	7996	2441	4244	30098	29455	0	0	0	0	0	0	0	0	0	50	0	310	0	393	0	0	0	0	2225	842	629	3337	1335	0	0	0	0	0	0	2947	0	0	0	0	0	1070	0	0	822	0	0	106	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	464
310	Leipzig II	916	170054	130874	1543	1424	129331	129450	47409	47915	32929	30635	0	0	8382	9051	2472	4152	33809	28915	0	0	0	0	0	0	0	0	0	65	0	247	0	463	0	0	0	0	2211	0	498	2621	1162	0	0	0	0	0	0	2687	174	0	0	0	0	1128	0	0	824	0	0	121	0	200	0	0	0	0	0	0	0	711	0	0	0	0	0	0
311	Leipzig-Land - Borna - Geithain	916	213907	174451	2977	2536	171474	171915	64550	58720	59362	51309	0	0	5636	6810	4572	6480	31610	34098	0	0	0	0	0	0	0	0	0	112	0	609	0	292	0	0	0	0	3969	0	579	4686	2832	0	0	0	0	0	0	4270	0	0	0	0	0	1355	0	0	0	0	0	147	0	333	0	0	0	0	0	0	0	1058	0	0	0	0	0	0
312	Döbeln - Grimma - Oschatz	916	153935	124771	2672	2628	122099	122143	37698	37093	50607	38997	0	0	3850	4014	3526	4974	21551	24222	0	0	0	0	0	0	0	0	0	73	0	399	0	353	0	0	0	0	2779	0	329	4867	2978	0	0	0	0	0	0	3770	0	0	0	0	0	1874	0	0	0	0	0	122	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	Meißen - Riesa - Großenhain	916	185004	149343	3014	2686	146329	146657	41883	39195	56358	51714	0	0	5582	5894	4341	5205	29505	29184	0	0	0	0	0	0	0	0	0	174	0	470	0	532	0	0	0	0	3612	0	603	3346	2858	0	0	0	0	0	0	4108	0	0	0	0	3522	2719	0	0	0	0	0	159	0	230	0	0	0	0	0	0	0	1792	0	0	0	0	0	0
314	Hoyerswerda - Kamenz - Weißwasser	916	161825	130512	2952	2207	127560	128305	40659	37806	46038	40539	0	0	3439	3645	4626	3997	30661	28955	0	0	0	0	0	0	0	0	0	94	0	262	0	425	0	0	0	0	4086	2137	696	0	2647	0	0	0	0	0	0	3317	0	0	0	0	0	1522	0	0	0	0	0	142	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	Görlitz - Zittau - Niesky	916	159661	128097	3059	2213	125038	125884	38908	32389	52288	46805	0	0	3853	4561	5200	3909	23290	23271	0	0	0	0	0	0	0	0	0	107	0	369	0	498	0	0	0	0	3839	0	663	0	2058	0	0	0	0	0	0	4672	0	0	0	0	0	2238	0	0	0	0	0	179	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	1499
316	Bautzen - Löbau	916	157413	129913	3000	2271	126913	127642	35180	29190	55728	50463	0	0	4159	4367	4737	4473	20823	22658	0	0	0	0	0	0	0	0	0	117	6286	1053	0	432	0	0	0	0	6119	0	475	0	1800	0	0	0	0	0	0	4111	0	0	0	0	0	1775	0	0	0	0	0	154	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	Pirna - Sebnitz - Bischofswerda	916	169920	140816	3218	2319	137598	138497	31973	33183	59726	54229	0	0	4213	5079	5487	4796	30901	25366	0	0	0	0	0	0	0	0	0	115	0	634	0	557	0	0	0	0	4093	0	586	0	1890	0	0	0	0	0	0	3897	0	0	0	0	5298	3698	0	0	0	0	0	134	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	Dresden I	916	173762	145412	1878	1501	143534	143911	38764	35355	54889	49075	0	0	8797	11072	3882	5485	30914	30922	0	0	0	0	0	0	0	0	1056	382	0	575	0	566	0	0	0	0	2921	0	952	4073	1963	0	0	0	0	0	0	3138	0	0	0	0	0	1070	0	0	0	0	0	195	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	1159
